"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"힁둥이","@쿠리앙님 테슬라,기타전기차 폭발사고 보면서 ""전기차""에 경각심이 생긴다고 생각합니다.
물론 사람마다 테슬라만 위험해 아이오닉만 위험해 할수도 있죠. 그건 개인마다 다른거니 뭐가 정답이다 할수 없을거 같네요.
그리고 아이오닉 제목으로 기사 나오고 있습니다.
https://search.naver.com/search.naver?where=news&sm=tab_jum&query=%EC%95%84%EC%9D%B4%EC%98%A4%EB%8B%89+%ED%99%94%EC%9E%AC","18004493","2023-04-05 10:14:02",""
"쿠리앙","@힁둥이님
당연히 일부 나오겠죠. 하지만 비율로 따지면 너무나 큰 차이가 있어서 하는 말입니다
그리고 코나 전기차 불난 것에 대해서는 현대 전기차 또는 전기차 전체에 대한 경각심 보다는 정확하게 코나의 불량 배터리에 촛점이 맞춰져야 한다고 생각합니다
테슬라나 아이오닉의 충돌 후 화재 사건들도 차종, 발화 이유를 정확하게 보도를 했으면 좋겠고, 지금처럼 전기차 전체에 대한 경각심을 너무 과하게 주는 바람에 지하주차장 충전기 금지를 넘어서 아예 출입금지 고려한다는 곳도 있고 옆자리에 차를 대면 기분나쁘게 생각하는 사람까지 있습니다.
이게 정상적인 걸까요?","18004493","2023-04-06 11:18:40",""
"힁둥이","@쿠리앙님 정상적이라면 말씀하신대로 사고원인을 제대로 판단을 하고 분석을 기자가 하고 또 그런 기사가 나와야죠.
그런데 우리나라 기사중에 그런기사가 얼마나 될지 모르겠네요.쉽게 클릭수 유도하게 벤츠타면 벤츠녀 테슬라면 테슬라 또 폭발..
저는 근본적으로 바뀔수 없는거라 생각하고 감안하면서 보고 있네요.","18004493","2023-04-06 12:06:01",""
"Stevie_G","불만이 있으시면 MBC 뉴스 게시판에 글을 남기시는게 빠를거 같아요.
여기서 해봐야 개개인별로 체감하는 정도가 달라서;;
전 코나 때문에 불나는 전기차=현기차 이미지가 더 강하거든요.","18004493","2023-04-04 16:13:21",""
"graycode","@Stevie_G님
그냥 이곳에 올리고 싶습니다. 저런 보도의 차이가 있다는 것을 한사람이라도 인지한다면 그것으로 족합니다.
(MBC에서도 클리앙 보는 사람이 있을 겁니다.)","18004493","2023-04-04 16:17:35",""
"이성당","@Stevie_G님 그럼 제가 그 글을 못보잖아요 ㅎㅎ
일기장에 쓰라는 투와 비슷해 보입니다","18004493","2023-04-04 16:21:07",""
"찡찡2","@Stevie_G님 올리고 싶은글 올리는 곳이죠.
간접적인 여론도 만들어 질수도 있고요.","18004493","2023-04-04 18:42:22",""
"이해하면","눈치 볼 필요 없는 사진 쓰는거죠.. ^^","18004493","2023-04-04 16:31:35",""
"프롬프트","테슬라가 언론의 공격을 받는건 미국에서도 마찬가지 입니다. 현대야뭐.. 갓광고주님인데요","18004493","2023-04-04 16:41:16",""
"리릿","이건 현대/기아차를 제외한 나머지 대부분의 차에 해당되는 이야기입니다.
MBC뿐 아니라 국내 언론 자체가 그렇죠.

음주 운전자가 S클래스 타고 사람 다치게 하면,
""'만취 운전' 벤츠 사람으로 돌진!""..이렇게 기사가 나오구요,
음주 운전자가 그랜저 타고 사람 다치게 하면,
""만취 운전자! 사람으로 돌진!"".. 이렇게 기사가 나오죠.","18004493","2023-04-04 19:03:09","2023-04-04 19:03:20"
"graycode","@리릿님
예. 만취 벤츠녀.. 저도 어이가 없어서 글을 올린 적이 있습니디.
https://www.clien.net/service/board/cm_car/15766917
CLIEN


다만.. 테슬라에 대한 MBC는 좀 남다르긴 합니다.
https://www.clien.net/service/board/cm_car/17881946
CLIEN","18004493","2023-04-04 20:22:04",""
"앗쵸","국내 언론이 가장 악의적인 부분 중 하나가 아이오닉5 화재 사고에도 테슬라 사진을 넣는다던가 정작 기사 내용은 테슬라 위험성을 강조하는 부분이죠.
지금도 네이버에서 기사 검색하면 나옵니다.","18004493","2023-04-04 21:56:57",""
"머할래","원래 그런거죠 뭐….현기차의 나란데요 ㅎㅎ","18004493","2023-04-05 10:17:19",""
"엄청난놈","정작 화재 대부분의 지분은 현기차","18004493","2023-04-05 15:44:07",""
"이프로","갈때라고 하셔서 저세상 갈때 말씀하시는 줄 알고 깜짝 놀랐습니다.

저는 앞으로 내연기관 안타려구요
집밥, 회사밥 없는 환경에서 잘 타고 있고 살짝 귀찮은 감은 있지만 단거리나 장거리 여행가도 충전 걱정 별로 안하는 편 입니다.","18002414","2023-04-03 15:01:50","2023-04-03 15:08:43"
"Dr Coffee","저는 자율주행에 크게 의미를 안두고 2열 승차감 등이 중요해서 이나라에서 현기 전기차 팔기를 기다리고 있는데 몇년째 들어온다고 하고 들어오지를 않네요","18002414","2023-04-03 15:01:54","2023-04-03 15:03:55"
"IruJan","일단 전기차 차주는 아닙니다만, 불 나는 확률만 보면 어차피 또이또이 한 것 같습니다. 즉, 유의미한 위험은 없다고 생각이 되어요.(내연차나 전기차나 사고날 확률은 운에 달려있다고 봅니다)
다만, 집밥이나 회사밥 둘 중 하나는 필수인 것 같습니다ㅠ
저는 테슬라 모델3 시승해보고 현재 운용하는 아방엔이랑 비교시, 아직은 내연차가 더 좋습니다. 나중에 아이오닉6N 어찌 나오는지 보고 한번 고민해보려구요","18002414","2023-04-03 15:02:05","2023-04-03 15:04:36"
"레인민트","근데 뭐 화재비율로 생각하면 오히려 내연기관이 더 높으니까요..
집밥 가능한 환경이고, 차 가격도 커버 가능한 상황이라면 피할 이유가 없지 않을까 싶습니다.","18002414","2023-04-03 15:02:48","2023-04-03 15:03:23"
"BMW80","코나ev로 전기차의 신세계(?)를 맛보고 팰리세이드로 갔다가 다시 GV60 으로 왔는데...특별한 일 아니면 담번에도 전기차 사긴 할 것 같습니다 EV9 같은거요","18002414","2023-04-03 15:02:55",""
"PeterCat","전기차 오너 입장에선 시기상조(!)입니다.","18002414","2023-04-03 15:03:28",""
"빠박이","ev6 타고있습니다. 1년 3만정도 운행하는터라 너무 만족합니다","18002414","2023-04-03 15:04:03",""
"itzy","전 단순하게 아직은 여전히 비싼가격+ 명절같은 장거리&교통 대란때 충전소요시간..때문에 고려안하고 있습니다.","18002414","2023-04-03 15:04:06",""
"떠나간개복치","저는 팰리, 마누님은 아오5 인데...
요즘은 그냥 마누님차에 같이 출퇴근 합니다.
팰리를 쓸 일이 없네요.","18002414","2023-04-03 15:04:18","2023-04-03 15:04:37"
"할말을잃었습니다","집밥 회사밥 둘중 하나라도 문제 없으면 출퇴근용으로는 너무 좋죠.

다만 장거리 여행용으로는 물음표겠죠","18002414","2023-04-03 15:04:53",""
"Patrol","가격빼고 모든게 만족이죠...","18002414","2023-04-03 15:06:02",""
"MilksWaffle","제 주변은 비싼거 빼고는 만족이라는 분들만 있었어요","18002414","2023-04-03 15:06:13",""
"어머","전기차 사는 분들이 대부분 충전 환경이 어느정도 되는 분들이 하기마련이죠

결국 충전 환경이 되면 너무 좋지만 아니면 휘발유차보다 불편합니다

전국민모두에게 휘불유차 전기차 하나씩 주고 만족도 조사하면 휘발유차가 높을 겁니다. 충전 환경이 아직 안되는 분들이 많아요","18002414","2023-04-03 15:07:01","2023-04-03 15:08:31"
"choidh1984","인생 첫 차로 뽑아서 사실 비교 대상이 없지만 지금 사라고 해도 전기차로 살 것 같긴 합니다.","18002414","2023-04-03 15:09:01",""
"기립근","다른건 다 제치고 언제든지 먹일 수 있는 집밥이 있어야 하므로 점점 더 단독주택 거주자에게나 적합하지 않을까 하네요. 아파트도 이젠 아닌듯.","18002414","2023-04-03 15:13:26",""
"Genuine","테슬라 모델3 롱레인지 1년운행하고 사실 다음차도 테슬라로 결정했습니다.
내연기관 20년 몰아봤는데 이후 다시 가고 싶진 않아요.
아파트들 전기차 충전기를 의무적으로 늘리고 있어서 솔직히 충전때문에 스트레스 받아본 적 없습니다.
저도 처음에 충전이 문제가 되지 않을까 했는데 한번 충전하면 매일 출퇴근하는 저도 일주일은 충전할 일이 없고
매번 일정충전포트는 비어있었습니다.
Genuinelcy","18002414","2023-04-03 15:14:43","2023-04-03 15:20:01"
"율자만세","회사밥있고, 4만쯤 타본 결과 뭔지는 모르겠지만 운전이 세상 편합니다.
딱히 뭔지는 모르겠지만 피로도가 확실히 적습니다.","18002414","2023-04-03 15:20:04",""
"우리요다이티","@율자만세님 스트레스가 매우 적죠","18002414","2023-04-03 15:20:32",""
"우리요다이티","충전환경만 좋으면 진짜 차로 보면 나무랄데가 없습니다. 주행스트레스가 전혀 없는게 장점입니다","18002414","2023-04-03 15:20:08",""
"라쳇","내연기관 차는 이제 포르쉐 줘도 안탑니다.","18002414","2023-04-03 15:33:12",""
"오펜하이머","전기차 오너 아닌데 아파트 집밥이 안되서 고려하고 있지 않습니다.","18002414","2023-04-03 15:38:59",""
"선샤인1","전기차 시기상조입니다 모델3, 모델y 오너입니다","18002414","2023-04-03 15:42:25",""
"오뚜기바몬드카레","사람이란게 원래 내것이 아닌 것에는 별생각 없는데
내것이 되는 순간부터
내것을 내가 마음대로 못쓰는 상황이 오면 엄청난 스트레스를 받습니다.
그것도 타인에 의해서 그런일이 발생하면 더욱 성질나죠

전기차 충전 보면 그렇더라구요
한정된 자원에서
충전 다 했으면 다른 사람도 충전할 수 있게 이동해주는 배려가 필요한데
왜 저 차량은 충전 다 해도 차를 안빼지?
난 그렇게 하며 남을 배려 했는데 왜 나는 배려받지 못하지?
이런 생각이 드는 순간
전기차는 고통으로 다가올 수 밖에 없을거 같습니다

안그래도 살기 퍽퍽한데
충전 스트레스 하나 더 받기 싫어서 전기차는 구매할 생각이 없어요
아파트 같은 공동주택에 살고 있으면 특히요","18002414","2023-04-03 16:29:05",""
"Tremor","1년 동안 충전하면서 받는 스트레스와 1년 동안 주유소 가는 스트레스 비교해보면 스트레스의 총 합은 주유소 쪽이 더 큰 것 같아요.
잔고장도 적어서 센터 들어갈 일도 없고 차에 신경쓸일이 거의 없죠.

단점은 아직 가격이 비싸고 장거리 갈때는 확실히 충전 스트레스가 있고 운전하는 재미가 없다고 하는데…
운전을 즐기지 않아서 이건 잘 모르겠네요.","18002414","2023-04-03 17:05:43",""
"수-풀","옆집에 전기차 샀는데..
단점만 말한다면
1. 충전시설 설치 설치비가 존재함(총 200만원 가량)
2. 충전 시설 설치시 전기 기본료가 존재함(월 5만원)
3. 회생 제동이 총 3단 있는데 1단이 휘발류차 엔진브레이크보다 훨씬 쎄서 옆에 앉아 있는 사람은 속이 뒤집어 지겠더군요","18002414","2023-04-03 17:05:49","2023-04-03 17:07:04"
"기립근","@수-풀님 하나도 안써도 기본 5만원이라구요? 헐","18002414","2023-04-03 19:24:54",""
"수-풀","@기립근님 저도 놀랐습니다. 조금타는 사람 한테는 오히려 연료비도 휘발류보다 비쌉니다.","18002414","2023-04-03 21:17:36","2023-04-04 04:35:55"
"수-풀","@바바리완님 자동차 메뉴얼에 나온건데요. 포터 ev","18002414","2023-04-03 21:18:21",""
"상도동멍멍이","전기차 타고 있는데 조용하고 출력디ㅡ 좋아서 너무나 마음에 듭니다
특히 집에 이동식 충전시설이 잘 구비되어 있다면 주유소 가는것 보다 훨 편하게 충전 가능합니다

차값이 비싸다고 느끼실 수도 있는데, 약 8년간 주유료와 충전요금, 자동차세, 유지보수 비용과 각종 할인 감안하면 결코 비싸디 않습니다(내연기관대비 2~3천 비싼 대신 혜택이 많아서 회수 가능합니다)

아 물론 너무나 좋지만 다른 전기차 오너분들과 마찬가지로 아직은 시기상조(!)라 생각 합니다","18002414","2023-04-03 19:00:44",""
"김구-","시기상조입니다","18002414","2023-04-04 11:47:21",""
"wondole","잘해결되어서 다행입니다","18001370","2023-04-03 00:20:25",""
"muggs","잘해결되셔서 다행입니다
/Vollago","18001370","2023-04-03 00:33:35",""
"poplee","멀쩡히 가만 있는 테슬라는 왜 끄집어내시는지 ㅎㅎ 기아 차 배달 해주는거 편해보이네요","18001370","2023-04-03 00:59:44",""
"오오이이","@poplee님 전기차 이야기에 테슬라는 단골일수밖에요...
스포츠카 이야기에 911이 빠질 수 없고
고급세단을 논할때 S클래스가 등장하고
해치백 얘기가 골프가 단골 손님이듯
테슬라는 이제 그런 존재라고 봐야죠.","18001370","2023-04-03 06:25:57",""
"FrostBliz","@poplee님 전기차 분야 대장주인데 관련이슈 나오면 단골로 소환되는건 어쩔 수 없죠...

+)아이고 구글검색으로 들어와서 생각없이 댓글달고 보니 오래전 글이군요
귀찮게 해 드렸다면 죄송합니다","18001370","2023-12-29 00:13:28","2023-12-29 00:15:00"
"mitoo","ICCU 문제 때문에 테슬라로 간다는 분들도 꽤 있었으니 테슬라였으면 괜찮았을까 싶으셨던 거겠죠. 저런 부분에서 가장 노하우가 많을 것 같기도 하고.. 너무 예민하게 반응하진 않으셔도 될 것 같습니다;
그나저나 잘 해결되셔서 다행이네요..","18001370","2023-04-03 01:15:44","2023-04-03 01:17:49"
"clsrn413","그래도 주말 포함하여 일주일안에 해결되었으니 다행이네요.
저는 수입차나 국산차나 문제가 생길순 있다고 보고 당연히 수리를 받아서 고칠수 있으면 괜찮다고 생각하는 편입니다.
다만 수리기간이 길어져 차를 못쓰는건 너무 불편하더라구요.","18001370","2023-04-03 02:35:59",""
"babg","Iccu 리콜감 아닌가요
Gv60도 iccu 고장 관련 글들이 꽤 보이더군요.","18001370","2023-04-03 06:59:17",""
"JobSan","@babg님 이전 글에 적었지만 현재 해걀책이 없어보입니다. 교체만 할뿐! 원인을 잘 모르는듯 했어요!","18001370","2023-04-03 07:23:16",""
"ShockWave","수리센터의 이해도...
테슬라도 별반 차이 없던데요

하체 잡소리에 몇번 갔는데
그나마! 영어잘하는 젊은 엔지니어가
메뉴얼(영어겠죠?) 찾아서 볼트 토크 조금 더 줘서
해결한 케이스도 있었습니다

그나마 매뉴얼은 쓸만하게 갖춰져있구나 했지요

깨알같은 글씨로 부가세 별도같이 적혀있었다던데 그 young한 엔지니어에게 엄청 감사하고 있습니다","18001370","2023-04-03 08:24:45",""
"커피를줄여야할텐데","ICCU 보증기간 후 자비로 교체한다면 끔찍하네요
그때까진 개선하리라 기대합니다","18001370","2023-04-03 08:56:17",""
"이프로","AS 때문에 국산차를 산다는 분들이 전기차를 구매하면 과연 같은 말을 할까 싶긴 합니다.
테슬라는 애초에 기대하지마세요","18001370","2023-04-03 09:09:17","2023-04-03 09:09:24"
"poplee","@이프로님 텔라도 부품만 있으면 그렇게 끔찍하지않아요~","18001370","2023-04-03 09:28:09",""
"이프로","@poplee님 .... 그게 제일 끔찍한거죠","18001370","2023-04-03 09:29:15",""
"Tide","ICCU는 수리 메뉴얼에서도 블랙박스라 센터도 교체밖에 답이 없는 상황이죠.
제조공정과 설계 개선을 통해서 나아지기를 기다려야 하는데 시간이 더 걸릴 겁니다.

테슬라도 원래는 독립된 OBC가 있어서 간혹 교체하는 경우도 있었지만,
세대 개선이 거듭되 지금은 구조도 간단해지고 VC-Front와 BMS에 통합되었고,
간략화되어 부품수급도 수월한 파츠가 되었죠.

값비싼 전력반도체 소자들을 많이 사용하는 부품이다보니,
노하우가 쌓여서 보드 최적화와 간략화가 겹겹히 쌓여야,
내구도도, 수리도, 제조도, 교체파츠 문제도 개선되는지라...

시간이 더 필요할 겁니다.
다만 OBC, LDC에 V2L까지 기능이 통합되어 있고,
배터리 퓨즈는 멀리 떨어져 있어 쉬운 작업은 아닐것 같네요.","18001370","2023-04-03 10:03:04","2023-04-03 10:05:05"
"별멍멍멍","@이프로님 그래도 기타조건이 같을 때 절대로 현기(국산이 아니고 현기만) 보다 외산이 낫다고 할수없죠. 뭘 하든 비용에서 일단 시작점이 다르죠. 범버를 긁든 뭘 하든요.","18001370","2023-04-03 10:42:03","2023-04-09 13:06:57"
"40km","@님 그렇군요. 세컨차가 레이인데 둘다 주차가 힘들 수 있겠군요. ㅠㅠ","17996493","2023-03-31 10:43:31",""
"IruJan","저희집 주차장이 주차타워인데, 나아아아중에 전기차로 바꿀 수 밖에 없는 상황이 오면 월주차 알아봐야겠더라구요.
주차타워 중량제한이 2.2톤이긴 한데, 안받아줄 것 같습니다=_=
아니면 제가 돈을 윽수로 벌어서 1.8톤 전기차를 사거나요ㅠ","17996493","2023-03-31 10:42:29","2023-03-31 10:42:49"
"40km","@IruJan님 저희집은 신도시라 집 주차장은 오히려 충전과 주차가 편한데요. 회사가 주차타워인데, 근처에 자주식 주차장을 찾기 어려워서 고민 입니다. ㅠ","17996493","2023-03-31 10:45:02",""
"Karyudrian","기계식 주차장 전기차가 안되는 이유는 화재 이런것보다도 일차적으로 무게때문이죠..","17996493","2023-03-31 10:42:38",""
"40km","@Karyudrian님 네~~ 전기차가 이렇게 무거운지 이번에 알았네요. ㅠ","17996493","2023-03-31 10:45:19",""
"동남아리","기계식은 길이, 폭, 높이, 무게 모두 제한이 있습니다. 저희 회사 건물은 현행 K5가 딱 마지노선이에요.","17996493","2023-03-31 10:44:45",""
"40km","@님 예전에 K5 탔었는데, 생각 해보니 그때도 기계식 주차는 힘들었던 것 같네요.
그냥 근처 자주식 주차장을 좀더 찾아봐야겠네요.","17996493","2023-03-31 10:46:16",""
"40km","@MSG마시쩡님 네네~ 2톤 미만도 있는거 같더라구요. 근데 전기차면 아예 막는곳도 있어서 아쉽더라구요.","17996493","2023-03-31 10:46:55",""
"40km","@잼니크님 그렇군요. 예전건물에 기계식을 설치한 곳이 많아서 차체가 커진 요즘 차량들 많이 힘든 것 같네요.","17996493","2023-03-31 10:58:57",""
"제리아스","배터리가 생각보다 참 무겁단 말이죠","17996493","2023-03-31 10:47:51",""
"40km","@제리아스님 네네~ 전고체 배터리가 나오면 좀 나아 질까요?","17996493","2023-03-31 10:59:32",""
"SpaceCowboy","모Y 가 공차중량이 딱 2000kg 입니다","17996493","2023-03-31 10:58:23",""
"40km","@SpaceCowboy님 모Y는 크기 감안하면 생각보다 가볍네요. 전기차 전용 플랫폼이라 그런걸까요?","17996493","2023-03-31 11:01:34",""
"귀신이고칼로리","회사 주차장이 기계식 타워주차장이지만 전기차 잘 주차하고 있습니다. 기계식 주차장에 못들어가는 경우는 차폭이 넓거나 공차중량이 제한 범위를 넘거나 차고가 높은 경우이지 전기차라서 안되는건 아닙니다.
/Vollago","17996493","2023-03-31 12:45:09",""
"aiko","정확히따지려면 주행거리까지 따져야할텐데 그런거 없이 그냥 상용차 빼고 승용만 대충 비교해도 될겁니다.
이런거다따지면 발생비율이 그닥 적지도않고(오히려 더 높을수도 있고) 발생했을땐 통제도 어렵다는 결과가 나와버리죠.","17993319","2023-03-29 17:17:38","2023-03-29 17:19:14"
"onlyYOU","전기차 화재가 발생하면 끄기 힘들다는 점은 참 어렵습니다.","17993319","2023-03-29 17:22:25",""
"Marcolini","충전중 화재에 대해 궁금한 것이 충전속도별 화재건수는 알 수가 없더라구요. 50kW, 7kW, 3kW 각각 화재가 몇 건 있었는 지 알 수 있으면 좋겠더군요.","17993319","2023-03-29 17:25:09",""
"리누","@앙뚜아네트님

충전과 무관한 화재도 포함되어 있을겁니다. 충전중 화재가 유의미하게 많은건지도 자료로는 알 수 없네요.

사고와 무관한 화재들은 주로 제조결함 때문이었지 과충전이 원인으로 밝혀진 사례는 드문거 같습니다.","17993319","2023-03-29 17:38:40",""
"Marcolini","@리누님 https://www.hani.co.kr/arti/economy/car/1085679.html 해당기사를 보시면 주차장 화재가 22년 17건이라고 합니다. 주차장화재를 충전중화재로 가정한다면 충전속도별로 분류를 해볼 수 있을 것 같은데, 그런 데이타는 못찾겠더라구요.","17993319","2023-03-29 17:51:00",""
"컹컹컹","전기차의 년식을 생각하면 낮은 수치가 아닌거 같습니다","17993319","2023-03-29 17:32:18",""
"ala","평균 년식을 생각하면 생각보다 높은데요?","17993319","2023-03-29 17:33:50",""
"zanchanam","화재 발생 차량이 전년도 등록 차량에만 국한되지 않는다는 점을 고려하면 모집단은 전체 등록 차량으로 해야겠죠.","17993319","2023-03-29 17:36:21",""
"하늘풀","@zanchanam님 작년에 차가 2500만대나 팔리지는 않았을거 같고 말씀하신 전체등록차량 숫자가 아닐까요 ㄷㄷ","17993319","2023-03-29 17:38:59",""
"리누","@zanchanam님

등록대수 2천5백만대면 신규가 아닌 총 등록대수 아닐까요","17993319","2023-03-29 17:40:41",""
"웅키","@zanchanam님 전체 등록대수 입니다.","17993319","2023-03-29 18:36:12",""
"하늘풀","아무리 이런 숫자를 가져와도.. ""불이 한번 나면 크게 난다""는 주관적인 공포심이 있지요..","17993319","2023-03-29 17:38:33",""
"aiko","@하늘풀님 오히려 이자료는 전기차가 안전하지않다는 반증입니다.
키로수많은상용차 연식 오래된 차량 다 포함한거랑 비교했는데 저년식에 상용이 현저히 적은 전기차가 발생율이 내연대비 60퍼라는거거든요
같은 필터를 씌우면 전기차는 불리해져요","17993319","2023-03-29 17:41:56","2023-03-29 17:44:33"
"리누","@님

많이 팔리지도 않았는데 특정 차종 제조결함으로 화재건수가 뻥튀기 된 점도 감안해야지요.

전기차 화재는 끄기 힘들다에만 집중해도 될거 같습니다.","17993319","2023-03-29 17:45:52","2023-03-29 19:42:13"
"리누","@배꼽잡아님

코나, Bolt EV 등은 배터리 교체 리콜에 들어간 상황입니다.

그 차들을 제외한 통계가 앞으로의 기대값으로 봐야지요.

또 새로운 차에서 그런 문제가 터질거라고 우려해야 한다면, BMW EGR 이슈 같은 것도 또 터질수 있다고 가정해야 하니 무리한 가정이구요.","17993319","2023-03-29 17:55:58",""
"리누","@배꼽잡아님

통계에서 이상치 제거하는걸 무의미 하다고 생각하신다면,
앞으로도 배터리 제조 결함으로 인한 화재와 리콜이 같은 빈도로 발생할거라 기대한다는 의미인데..

미래를 매우 부정적으로 보시는군요.","17993319","2023-03-29 22:57:07",""
"graycode","전기차는 데이터가 쌓이면서 점점 개선되어 화재율 또한 점점 내려갈 겁니다.","17993319","2023-03-29 17:41:42",""
"헤도니스","기사의 논조는 충전중에 화재발생할경우 전기차가 매우 위험하니
충전기를 지하주차장이 아닌 지상이나 외부로 빼야된다는건데,
통계자료 상으로는 화재가 어떤상황에서 난건지를 알수가 없습니다.

주행중인지, 사고직후인지, 충전중인지, 충전완료후인지, 그냥 주차중인지...등등이요.","17993319","2023-03-29 17:45:47","2023-03-29 17:50:24"
"TYPE214","@헤도니스님
걱정하는 충전 중 화재는
1) 구형 코나 2) 르노 조에 3) 중국 전기차
말고 못본 거 같은데 지하충전소에 대한 반감은 점점 켜져가네요ㅠㅠ","17993319","2023-03-29 17:49:41","2023-03-29 17:51:43"
"TYPE214","@gazad님
모델X 말씀하세요? 그건 충전 중 화재는 아니고 완전 별개의 케이스에요
테슬라 차량 중 충전 중 화재났다곤 전 못들어봤는데.. 있다면 알려주세요","17993319","2023-03-29 19:00:17","2023-03-29 19:46:38"
"New댜넬","@gazad님 최근 실시간 중계한건 충전중이 아니라 배터리 이상으로 인해 정차후 6시간만에 화재가 났습니다. 폭발?이 된적 없습니다. 다만 배터리 화재 특징상 화염과 불꽃이 보였지만 말입니다.","17993319","2023-03-29 20:09:05",""
"TYPE214","@gazad님
https://www.econovill.com/news/articleView.html?idxno=599975
https://www.econovill.com/news/articleView.html?idxno=599849
이거보시면 될 거 같아요","17993319","2023-03-29 22:03:58","2023-03-29 22:04:22"
"모밀 짬봉","@TYPE214님테슬라 화재는 전국 생증계 되었는데 모를수 없는대 국산차 들어가니 조건 반사로 테슬라 로 물타기 한듯 합니다","17993319","2023-03-30 00:02:36",""
"매력댕이","차령 생각하면 전기차 화재율이 생각보다 높네요.
노후화 되면서 더 올라갈 지도 궁금하네요.","17993319","2023-03-29 17:46:01",""
"웅키","@매력댕이님 차령에 따른 화재 빈도에 대한 연구가 이루어졌으면 좋겠습니다.

초창기 판매된 아이오닉이나 레이ev 같은 차량의 화재가 얼만큼될지 궁금하네요","17993319","2023-03-29 18:39:13",""
"Tide","전기차 화재에 대한 이해도가 보편적이지 않은 상황이라,
한동안은 논의가 크게 의미를 가지기 힘든 시기인것 같습니다.","17993319","2023-03-29 17:47:39",""
"SweetBeen","일단 트럭을 포함 대부분의 상용차가 내연기관인거 부터가 밸런스가 안맞죠.
그리고 등록대수만 해도 차이가 너무 많이 나구요.","17993319","2023-03-29 18:00:45","2023-03-29 18:02:11"
"지나가는중","요새 분위기 참.. 충전은 1층에서 해도 좋으니 지하주차장 주차라도 안쫒겨나면 좋겠네요.. ㅠ","17993319","2023-03-29 18:06:41","2023-03-29 18:07:02"
